0.000	-0.172	0.324	0	0	0	0		
0.033	-0.362	0.457	-6.287	6.001	0	0
0.067	-0.591	0.724	-6.847	5.420	-24.50	-12.25
0.100	-0.819	0.819	-7.721	4.003	17.16	-19.61
0.133	-1.105	0.991	-6.306	4.872	18.12	47.50
0.167	-1.239	1.143	-5.521	6.631	17.28	-7.974
0.200	-1.473	1.433	-6.030	5.413	-6.590	-30.09
0.233	-1.641	1.505	-5.404	3.243	29.40	-40.42
0.267	-1.834	1.649	-4.510	3.608	4.626	-3.084
0.300	-1.942	1.745	-4.498	2.699	7.736	-13.92
0.333	-2.134	1.829	-4.687	2.704	-9.280	1.547
0.367	-2.254	1.925	-4.517	2.891	-7.731	0.000
0.400	-2.434	2.021	-5.589	2.704	-4.649	-4.649
0.433	-2.626	2.105	-4.868	2.524	7.732	-3.093
0.467	-2.758	2.190	-4.688	2.524	-6.186	-12.37
0.500	-2.939	2.274	-5.589	1.803	-29.38	-3.093
0.533	-3.131	2.310	-6.491	1.983	-3.093	-10.82
0.566	-3.371	2.406	-6.130	1.623	21.65	-23.20
0.600	-3.539	2.418	-4.688	0.000	27.84	-37.11
0.633	-3.683	2.406	-4.327	-0.721	-6.186	-15.46
0.666	-3.827	2.370	-5.048	-1.082	-6.186	15.46
0.700	-4.020	2.334	-5.048	0.180	18.53	20.07
0.733	-4.164	2.382	-3.600	0.720	15.44	-18.52
0.766	-4.260	2.382	-3.779	-1.260	13.89	-32.41
0.800	-4.416	2.298	-3.244	-1.802	0.000	-3.086
0.833	-4.476	2.262	-3.064	-1.081	-13.91	6.182
0.866	-4.620	2.226	-4.686	-1.442	-18.54	-6.182
0.900	-4.788	2.165	-4.326	-1.622	9.272	-10.82
0.933	-4.909	2.117	-3.785	-1.983	17.00	-13.91
0.966	-5.041	2.033	-3.424	-2.704	1.545	-13.91
1.000	-5.137	1.937	-3.424	-2.884	-10.82	-9.272
1.033	-5.269	1.841	-4.326	-3.244	-6.182	0.000
1.066	-5.425	1.721	-3.965	-3.064	9.272	4.636
1.100	-5.533	1.637	-3.424	-2.704	1.545	-10.82
1.133	-5.653	1.541	-3.965	-3.785	-18.54	-13.91
1.166	-5.797	1.385	-4.686	-3.965	-40.18	-27.82
1.200	-5.966	1.277	-6.488	-5.047	9.272	-12.36
1.233	-6.230	1.048	-4.866	-5.587	44.82	1.545
1.266	-6.290	0.904	-2.343	-4.326	20.09	18.54
1.300	-6.386	0.760	-3.965	-4.506	-27.82	-4.636
1.333	-6.554	0.604	-4.506	-4.686	-26.27	-12.36
1.366	-6.686	0.448	-5.227	-5.227	13.91	20.09
1.400	-6.902	0.256	-4.326	-3.785	0	0
1.433	-6.975	0.196	0	0	0	0
